Dist Code,Dist Name,Latitude,Longitude,NDVI,NDMI,Precipitation,SoilHealthScore,SoilHealthCategory
21,Shahdol,23.3002343,81.364771,0.2461817413568496,0.0368172377347946,0.2009726464748382,3.4,Good Soil Health
22,Gwalior,26.2037247,78.1573628,0.1294601559638977,-4.798818554263562e-05,0.1556610465049743,2.5,Poor Soil Health
23,Shivpuri,25.37412155,77.82788660942335,0.321753978729248,-0.1433800160884857,0.1648540496826172,2.5,Poor Soil Health
24,Guna,24.5001772,77.26009592641483,0.3238711059093475,0.107019193470478,0.1415263414382934,3.0999999999999996,Good Soil Health
25,Datia,25.91829465,78.66449615888288,0.4917275905609131,0.00677624437958,0.1908080577850341,3.0999999999999996,Good Soil Health
26,Morena,26.3849794,77.8612721274346,0.2858752012252807,0.0531627982854843,0.1468869894742965,3.0999999999999996,Good Soil Health
27,Bhind,26.3518828,78.68631887730044,0.224873811006546,0.004088963381946,0.2008094042539596,3.4,Good Soil Health
28,Indore,22.7203616,75.8681996,0.2905989587306976,0.099810816347599,0.1871159821748733,3.0999999999999996,Good Soil Health
29,Ratlam,23.50222005,74.9551534052134,0.458450049161911,0.2211295366287231,0.1770924925804138,3.0999999999999996,Good Soil Health
30,Ujjain,23.1885131,75.7716562,0.1477515995502472,0.0050359130837023,0.154520496726036,3.0999999999999996,Good Soil Health
31,Mandsaur,24.2628148,75.38569204340352,-0.2823712825775146,0.3902759552001953,0.1741412132978439,2.3,Poor Soil Health
32,Dewas,22.8057498,76.294040773288,0.3986653089523315,0.1404497027397155,0.1840985715389251,3.0999999999999996,Good Soil Health
33,Dhar,22.5786572,75.22586367245644,0.3410437107086181,0.228725180029869,0.1592301428318023,3.0999999999999996,Good Soil Health
34,Jhabua,22.88696515,74.72432486327068,0.4357248842716217,0.2019299268722534,0.1671966612339019,3.0999999999999996,Good Soil Health
35,Khargone,21.9544729,75.75212476982438,0.5831469297409058,0.1792499125003814,0.1793758273124694,3.5,Good Soil Health
36,Khandwa,21.8203752,76.3555424,0.235604390501976,0.0715838745236396,0.183134064078331,3.0999999999999996,Good Soil Health
37,Sehore,23.11500415,77.06653558236647,0.2837451100349426,0.021369569003582,0.2306200712919235,3.4,Good Soil Health
38,Raisen,23.2675909,78.17271344991482,0.4556361138820648,0.1818664669990539,0.2663675248622894,3.4,Good Soil Health
39,Vidisha,23.84630035,77.83702093017993,0.2982056438922882,0.0515810847282409,0.1975279748439788,3.0999999999999996,Good Soil Health
40,Betul,21.8797472,77.87536507259225,0.4280930459499359,0.1702946275472641,0.1852890998125076,3.0999999999999996,Good Soil Health
41,Rajgarh,23.87167065,76.77447033719486,0.2348404228687286,0.084402784705162,0.1343693286180496,3.0999999999999996,Good Soil Health
42,Shajapur,23.41710015,76.60747942907905,0.2771592736244201,0.0284610949456691,0.153028205037117,3.0999999999999996,Good Soil Health
43,Hoshangabad,22.743061,77.71893384853229,0.5388470888137817,0.1709248125553131,0.2152103334665298,3.8000000000000003,Good Soil Health
44,Srikakulam,18.2949307,83.8938844,0.2162436544895172,0.0189615227282047,0.1542746573686599,3.0999999999999996,Good Soil Health
45,Visakhapatnam,17.6935526,83.2921297,0.1888152211904525,-0.031323529779911,0.16646508872509,2.5,Poor Soil Health
46,East Godavari,16.99566385,81.71543778889063,0.6579411625862122,0.3766864240169525,0.15459044277668,3.5,Good Soil Health
47,West Godavari,16.64430285,81.58852467942901,0.6190593838691711,0.3862244784832001,0.1501877754926681,3.5,Good Soil Health
48,Krishna,16.21277,81.03069575082347,0.5725592970848083,0.309457004070282,0.1345071047544479,3.5,Good Soil Health
49,Guntur,16.2915189,80.4541588,0.2750906944274902,0.0416980423033237,0.1548499464988708,3.0999999999999996,Good Soil Health
50,S.P.S.Nellore,14.4568284,79.9897754,0.2400437295436859,0.0007112763705663,0.104808285832405,3.0999999999999996,Good Soil Health
51,Kurnool,15.8309251,78.0425373,0.1911902576684951,0.0828167721629142,0.0901738107204437,3.0999999999999996,Good Soil Health
52,Anantapur,14.72421995,77.43067380798242,0.4037457704544067,0.034197062253952,0.0642392709851265,3.0999999999999996,Good Soil Health
53,Kadapa YSR,14.4752936,78.8216861,0.2704123854637146,0.0253851786255836,0.0877270475029945,3.0999999999999996,Good Soil Health
54,Chittoor,13.2026484,79.00322534350747,0.4486218690872192,0.0480672195553779,0.1671784669160843,3.0999999999999996,Good Soil Health
55,Hyderabad,17.360589,78.4740613,0.0924131423234939,-0.0140927173197269,0.1492258757352829,2.5,Poor Soil Health
56,Nizamabad,18.6732693,78.0978477,0.1429646462202072,-0.0006940802559256,0.232047826051712,2.8000000000000003,Poor Soil Health
57,Medak,17.9375095,78.21174498510584,0.4911049902439117,0.0139506794512271,0.1712325364351272,3.0999999999999996,Good Soil Health
58,Mahabubnagar,16.696568550000002,77.95911462089693,0.3913750946521759,0.0824644491076469,0.1074700653553009,3.0999999999999996,Good Soil Health
59,Nalgonda,16.8579636,79.21749353315548,0.3841217458248138,0.0750071331858635,0.1222828924655914,3.0999999999999996,Good Soil Health
60,Warangal,17.9820644,79.5970954,0.1534552872180938,5.929260078119114e-05,0.1641883701086044,3.0999999999999996,Good Soil Health
61,Khammam,17.2465351,80.1500326,0.1812561005353927,0.0361416861414909,0.1275883018970489,3.0999999999999996,Good Soil Health
62,Karimnagar,18.4348122,79.1328042,0.1612907946109771,0.0093846879899501,0.1970413327217102,3.0999999999999996,Good Soil Health
63,Adilabad,19.6759452,78.5339895,0.1391055881977081,0.0026206725742667,0.2177455127239227,3.4,Good Soil Health
65,Kolar,13.18050655,78.26693288646007,0.3211886286735534,0.0118444412946701,0.1019278541207313,3.0999999999999996,Good Soil Health
66,Tumkur,13.3400771,77.1006208,0.2408750206232071,0.0069896448403596,0.0711108744144439,3.0999999999999996,Good Soil Health
67,Mysore,12.3051828,76.6553609,0.4006636142730713,0.0582182630896568,0.0818895399570465,3.0999999999999996,Good Soil Health
68,Mandya,12.6368939,76.72754771427819,0.3182517290115356,0.0457587614655494,0.0794960558414459,3.0999999999999996,Good Soil Health
69,Hassan,13.03018525,76.17449676658171,0.2750880420207977,-0.0556801445782184,0.0864850208163261,2.5,Poor Soil Health
70,Shimoge,0.0,0.0,0.0,0.0,0.0,0.0,No Soil Health Data
71,Chickmagalur,0.0,0.0,0.0,0.0,0.0,0.0,No Soil Health Data
72,Chitradurga,14.3049174,76.52972341987515,0.5178970694541931,0.0072459867224097,0.0494114905595779,3.5,Good Soil Health
73,Bellary,15.1433952,76.9193876,0.2261029481887817,0.0373457185924053,0.0686699897050857,3.0999999999999996,Good Soil Health
74,Dharwad,15.3707296,75.13328673460543,0.4068991243839264,0.073421761393547,0.0874105244874954,3.0999999999999996,Good Soil Health
75,Belgaum,15.8572666,74.5069343,0.2030722647905349,-0.0075700688175857,0.10795209556818,2.5,Poor Soil Health
76,Bijapur,18.7935679,80.815939,0.3784901797771454,0.0231381356716156,0.1942077279090881,3.0999999999999996,Good Soil Health
77,Bidar,18.02072965,77.24872035766641,0.4125280976295471,0.1168770268559455,0.1456013023853302,3.0999999999999996,Good Soil Health
78,Raichur,16.054719400000003,76.90036472411589,0.5824790596961975,0.3755953311920166,0.0899925008416175,3.5,Good Soil Health
79,Gulbarga,17.3310003,76.8334228,0.3928775191307068,0.133744016289711,0.1217455491423606,3.0999999999999996,Good Soil Health
80,Dakshina Kannada,12.82264335,75.22650362528617,0.6915199756622314,0.2296695411205291,0.2108344584703445,3.8000000000000003,Good Soil Health
81,Uttara Kannada,14.72537945,74.64033891105888,0.7052978277206421,0.2548759579658508,0.1118064522743225,3.5,Good Soil Health
82,Kodagu,12.3827332,75.66407145094288,0.7714837193489075,0.3052361011505127,0.1576854139566421,3.5,Good Soil Health
83,Chengalpattu MGR Kancheepuram,0.0,0.0,0.0,0.0,0.0,0.0,No Soil Health Data
84,South Arcot Cuddalore,11.5,79.416667,0.2879952192306518,0.079078234732151,0.1466372311115265,3.0999999999999996,Good Soil Health
85,North Arcot Vellore,0.0,0.0,0.0,0.0,0.0,0.0,No Soil Health Data
86,Salem,11.64696155,78.21069575456464,0.4842230975627899,0.0911483392119407,0.1708651036024093,3.0999999999999996,Good Soil Health
87,Coimbatore,11.0018115,76.9628425,0.3014630973339081,-0.0224744286388158,0.0994495078921318,2.5,Poor Soil Health
88,Tiruchirapalli Trichy,10.76316505,78.71326006478583,0.160211756825447,-0.0845016986131668,0.1289264559745788,2.5,Poor Soil Health
89,Thanjavur,10.65903695,79.20142776213416,0.5059734582901001,0.2958518862724304,0.1342451721429824,3.5,Good Soil Health
90,Madurai,9.9261153,78.1140983,0.149306371808052,-0.0119693037122488,0.169753611087799,2.5,Poor Soil Health
91,Ramananthapuram,0.0,0.0,0.0,0.0,0.0,0.0,No Soil Health Data
92,Thirunelveli,0.0,0.0,0.0,0.0,0.0,0.0,No Soil Health Data
93,The Nilgiris,11.4,76.7,0.3664853572845459,0.0910433083772659,0.1308951675891876,3.0999999999999996,Good Soil Health
94,Kanyakumari,8.079252,77.5499338,0.0787321031093597,0.0280631724745035,0.1620932072401046,3.0999999999999996,Good Soil Health
96,Thane,19.1943294,72.9701779,0.2657145857810974,0.1067731529474258,0.3047016859054565,3.4,Good Soil Health
97,Raigad,18.4928092,73.13807095426539,0.4439901709556579,0.0666620507836341,0.2359161525964737,3.4,Good Soil Health
98,Ratnagiri,17.282607900000002,73.4569787039826,0.58223557472229,0.1223614513874054,0.1986274570226669,3.5,Good Soil Health
99,Nasik,19.9613236622155,73.83172085619005,0.389597624540329,0.0988654866814613,0.1645683497190475,3.0999999999999996,Good Soil Health
100,Dhule,21.1305215,74.49006143365727,0.1972028166055679,0.0074508422985672,0.1333839446306228,3.0999999999999996,Good Soil Health
101,Jalgaon,20.84288265,75.52612463784979,0.6226059794425964,0.2533860504627228,0.163404107093811,3.5,Good Soil Health
102,Ahmednagar,19.162772500000003,74.85802430085195,0.4861353635787964,0.1401093602180481,0.1445519030094146,3.0999999999999996,Good Soil Health
103,Pune,18.5213738,73.8545071,0.3357575833797455,0.0931317955255508,0.1509712189435959,3.0999999999999996,Good Soil Health
104,Satara,17.63612885,74.29827807601782,0.2024844735860824,-0.0187475085258483,0.1266994476318359,2.5,Poor Soil Health
105,Sangli,17.1726928,74.58676543279755,0.4287909865379333,0.0785416811704635,0.0868635922670364,3.0999999999999996,Good Soil Health
106,Solapur,17.84990665,75.27632027348457,0.4065701067447662,0.2397748976945877,0.1031102687120437,3.0999999999999996,Good Soil Health
107,Kolhapur,16.7028412,74.2405329,0.2226742357015609,0.0363100953400135,0.1029242426156997,3.0999999999999996,Good Soil Health
108,Aurangabad,24.80332005,84.41101977690866,0.4133938252925873,0.0248094070702791,0.1561804413795471,3.0999999999999996,Good Soil Health
109,Parbhani,19.29019805,76.60264434278307,0.350848376750946,0.1080010086297988,0.1403281688690185,3.0999999999999996,Good Soil Health
110,Beed,18.9918442,75.90978399809711,0.232078269124031,-0.0609483383595943,0.1305213868618011,2.5,Poor Soil Health
111,Nanded,19.09400875,77.48319215130235,0.3503036499023437,0.0806371793150901,0.198636382818222,3.0999999999999996,Good Soil Health
112,Osmanabad,18.28224535,76.05881660170444,0.1771784573793411,-0.0526625029742717,0.1198755875229835,2.5,Poor Soil Health
113,Buldhana,20.562845000000003,76.40869861474177,0.3713334202766418,0.0225996114313602,0.1691976338624954,3.0999999999999996,Good Soil Health
114,Akola,20.76181225,77.1921156663574,0.385934829711914,0.1320502460002899,0.1779730021953582,3.0999999999999996,Good Soil Health
115,Amarawati,15.9964121,76.9597966,0.2623610198497772,0.0451057106256485,0.0899925008416175,3.0999999999999996,Good Soil Health
116,Yeotmal,0.0,0.0,0.0,0.0,0.0,0.0,No Soil Health Data
117,Wardha,20.82562315,78.61314549522919,0.4285714328289032,0.1538229286670684,0.2281693667173385,3.4,Good Soil Health
118,Nagpur,21.1498134,79.0820556,0.340468555688858,0.1175027266144752,0.2223485857248306,3.4,Good Soil Health
119,Bhandara,21.1225869,79.79450898891825,0.6260959506034851,0.2138422429561615,0.2385257184505462,3.8000000000000003,Good Soil Health
120,Chandrapur,20.0967555,79.50454752230621,0.511692225933075,0.0857161059975624,0.2314614653587341,3.8000000000000003,Good Soil Health
121,Ahmedabad,23.0215374,72.5800568,0.2604930102825165,0.0746114552021026,0.1800473779439926,3.0999999999999996,Good Soil Health
122,Amreli,21.4176122,71.24960898982046,0.4624121189117431,0.1577358543872833,0.0943498760461807,3.0999999999999996,Good Soil Health
123,Banaskantha,24.26939205,72.1620246197068,0.4225913286209106,0.0865788832306861,0.1223373711109161,3.0999999999999996,Good Soil Health
124,Bharuch,21.7080427,72.9956936,0.2777212560176849,0.0644062086939811,0.1468569338321685,3.0999999999999996,Good Soil Health
125,Vadodara,22.2973142,73.1942567,0.2719406187534332,0.0745470374822616,0.1605509519577026,3.0999999999999996,Good Soil Health
126,Bhavnagar,21.7718836,72.1416449,0.184054285287857,0.073750264942646,0.1460061222314834,3.0999999999999996,Good Soil Health
127,Valsad,20.43219565,73.14098929730321,0.450689285993576,0.0647924542427063,0.2249497324228286,3.4,Good Soil Health
128,Dangs,20.75,73.75,0.4125789701938629,0.0683652609586715,0.1849675178527832,3.0999999999999996,Good Soil Health
129,Jamnagar,22.4732415,70.0552102,0.2595275044441223,0.0412671864032745,0.1497224122285843,3.0999999999999996,Good Soil Health
130,Junagadh,21.5220416,70.4582458,0.1831490397453308,0.0515996664762496,0.1381632983684539,3.0999999999999996,Good Soil Health
131,Kheda,22.8532503,72.99535862253666,0.514625072479248,0.150017574429512,0.1644329577684402,3.5,Good Soil Health
132,Kutch,23.583333,70.0,-0.0089769279584288,0.4867015480995178,0.1583677530288696,2.3,Poor Soil Health
133,Mehsana,23.60126285,72.37415155167554,0.2774451375007629,0.0415963307023048,0.181514173746109,3.0999999999999996,Good Soil Health
134,Panchmahal,22.69780985,73.59806821441484,0.4475672543048858,-0.0111035369336605,0.1421945393085479,2.5,Poor Soil Health
135,Rajkot,22.3053263,70.8028377,0.3986747562885284,0.1087210923433303,0.1422496885061264,3.0999999999999996,Good Soil Health
136,Sabarkantha,23.86885055,73.01378404622145,0.4710193276405334,0.0443711541593074,0.1400170624256134,3.0999999999999996,Good Soil Health
137,Surat,21.2094892,72.8317058,0.158129334449768,0.0458500087261199,0.1936679035425186,3.0999999999999996,Good Soil Health
138,Surendranagar,22.82513945,71.62097359358216,0.325959712266922,0.04487294703722,0.1519135683774948,3.0999999999999996,Good Soil Health
139,Ajmer,26.4691,74.639,0.2459135502576828,0.0286942832171916,0.1799310445785522,3.0999999999999996,Good Soil Health
140,Alwar,27.41400485,76.61703869600933,0.3418432474136352,0.2324212193489074,0.1542568951845169,3.0999999999999996,Good Soil Health
141,Banswara,23.49150465,74.35021720129201,0.3164386749267578,-0.0060225049965083,0.1583987921476364,2.5,Poor Soil Health
142,Barmer,25.5814853,71.19249222700306,0.1976392418146133,-0.0418211109936237,0.123480349779129,2.5,Poor Soil Health
143,Bharatpur,27.0246959,77.29201163357268,0.2659887075424194,0.1238777413964271,0.1515939831733703,3.0999999999999996,Good Soil Health
144,Bhilwara,25.48911765,74.33007256947698,0.2079428881406784,-0.0555617585778236,0.132609412074089,2.5,Poor Soil Health
145,Bikaner,28.0159286,73.3171367,0.2288380712270736,0.0449311211705207,0.1123225465416908,3.0999999999999996,Good Soil Health
146,Bundi,25.4367659,75.736147085863,0.3907894790172577,0.0221532080322504,0.1294679790735244,3.0999999999999996,Good Soil Health
147,Chittorgarh,24.7171578,74.47181293724019,0.3305282592773437,-0.0003506540961097,0.1340223848819732,2.5,Poor Soil Health
148,Churu,28.20477805,74.69129960764752,0.3015339374542236,-0.0224746782332658,0.1132305264472961,2.5,Poor Soil Health
149,Dungarpur,23.8538893,73.7087177,0.1766716539859771,0.0586899295449256,0.1233936101198196,3.0999999999999996,Good Soil Health
150,Ganganagar,23.7497214,91.87663495294916,0.6696715950965881,0.3184385597705841,0.3467375338077545,3.8000000000000003,Good Soil Health
151,Jaipur,26.9154576,75.8189817,0.2680021822452545,0.1329085677862167,0.1262420266866684,3.0999999999999996,Good Soil Health
152,Jaisalmer,26.9116615,70.9124888,0.1211890131235122,-0.0120248161256313,0.1012785211205482,2.5,Poor Soil Health
153,Jalore,25.27186295,72.43881214602396,0.2111404091119766,-0.0348146930336952,0.131750226020813,2.5,Poor Soil Health
154,Jhalawar,24.3132368,76.52210783164801,0.4291971027851105,0.1182998865842819,0.1322168856859207,3.0999999999999996,Good Soil Health
155,Jhunjhunu,28.0810679,75.37924775151512,0.2450226247310638,-0.0218190047889947,0.1223630681633949,2.5,Poor Soil Health
156,Jodhpur,26.2967719,73.0351433,0.1524586975574493,0.0658334493637085,0.131162092089653,3.0999999999999996,Good Soil Health
157,Kota,25.1737019,75.8574194,0.1299057155847549,0.0278591625392436,0.1354263573884964,3.0999999999999996,Good Soil Health
158,Nagaur,26.9873443,73.73890107316704,0.2387799620628357,-0.0279087554663419,0.1042423769831657,2.5,Poor Soil Health
159,Pali,25.45522105,73.4193889559074,0.2017820626497268,-0.0672582760453224,0.143862634897232,2.5,Poor Soil Health
160,Swami Madhopur,0.0,0.0,0.0,0.0,0.0,0.0,No Soil Health Data
161,Sikar,27.6625058,75.02799052644464,0.2723038494586944,-0.0071585341356694,0.153478130698204,2.5,Poor Soil Health
162,Sirohi,24.8114047,72.83002573160249,0.5539036989212036,0.1214831918478012,0.1554423868656158,3.5,Good Soil Health
163,Tonk,26.122266000000003,75.82386305157223,0.1992031931877136,0.0415355116128921,0.1209771037101745,3.0999999999999996,Good Soil Health
164,Udaipur,24.578721,73.6862571,0.0877192988991737,-0.0111330756917595,0.1874343901872635,2.5,Poor Soil Health
165,Gurdaspur,31.9037264,75.22755867008682,0.4591253697872162,0.1384051442146301,0.1595069169998169,3.0999999999999996,Good Soil Health
166,Amritsar,31.6356659,74.8787496,0.3215449154376983,0.1407445669174194,0.160801276564598,3.0999999999999996,Good Soil Health
167,Kapurthala,31.38564755,75.30533042971072,0.4919157326221466,0.0974687188863754,0.2112505882978439,3.4,Good Soil Health
168,Jalandhar,31.29223115,75.56788777097373,0.2594130337238312,0.0847385823726654,0.1757438480854034,3.0999999999999996,Good Soil Health
169,Hoshiarpur,31.60929415,75.84597544153354,0.4903042018413543,0.2236897349357605,0.1863868534564972,3.0999999999999996,Good Soil Health
170,Roopnagar,30.9688367,76.526088,0.2061559110879898,0.0538785718381404,0.2220467627048492,3.4,Good Soil Health
171,Ludhiana,30.9090157,75.851601,0.1226163804531097,0.0449840500950813,0.1491071134805679,3.0999999999999996,Good Soil Health
172,Ferozpur,30.44261511586912,74.06559938267709,0.4666274785995483,0.3808055222034454,0.088745966553688,3.0999999999999996,Good Soil Health
173,Faridkot,30.6014507,74.79501756894368,0.547121524810791,0.0892712995409965,0.1612366884946823,3.5,Good Soil Health
174,Bhatinda,30.206791,74.9463699,0.098165139555931,0.014211599715054,0.1251698583364486,3.0999999999999996,Good Soil Health
175,Sangrur,30.135717,75.85333259556887,0.5937447547912598,0.0872449725866317,0.1206394955515861,3.5,Good Soil Health
176,Patiala,30.20927775,76.33972313649818,0.4861295819282532,0.1949059963226318,0.1948650926351547,3.0999999999999996,Good Soil Health
177,Hissar,29.1155934,75.1835578,0.1382816433906555,-0.0620698444545269,0.0942172259092331,2.5,Poor Soil Health
178,Sirsa,29.606304100000003,74.9036567857643,0.4791068434715271,0.031093880534172,0.1086838394403457,3.0999999999999996,Good Soil Health
179,Bhiwani,28.7931703,76.1391283,0.103845976293087,-0.0052011734806001,0.1286659389734268,2.5,Poor Soil Health
180,Gurgaon,28.4646148,77.0299194,0.1558460146188736,0.0246678423136472,0.1641079187393188,3.0999999999999996,Good Soil Health
181,Jind,29.3140427,76.3179488,0.2038864195346832,0.0773519948124885,0.1465296149253845,3.0999999999999996,Good Soil Health
182,Mahendragarh,28.13269705,76.16974476260464,0.3306851983070373,0.0658902302384376,0.147849440574646,3.0999999999999996,Good Soil Health
183,Ambala,30.3843674,76.770421,0.1086336523294448,0.0185072124004364,0.2474102526903152,3.4,Good Soil Health
184,Karnal,29.7255766,76.91069238886621,0.5162393450737,0.1369043737649917,0.2234493643045425,3.8000000000000003,Good Soil Health
185,Kurukshetra,29.9693747,76.8482787,0.2685714364051819,0.1186680495738983,0.2434877306222915,3.4,Good Soil Health
186,Rohtak,28.9010899,76.5801935,0.0737981125712394,-0.0094057517126202,0.2303748726844787,2.8000000000000003,Poor Soil Health
187,Sonepat,28.99197,77.0342633,0.1704454869031906,0.0401973947882652,0.1776579916477203,3.0999999999999996,Good Soil Health
188,Faridabad,28.4031478,77.3105561,0.2003479301929474,0.090703934431076,0.1846563965082168,3.0999999999999996,Good Soil Health
189,Saharanpur,29.9856799,77.50406459058038,0.4635373055934906,0.1381405889987945,0.2185929119586944,3.4,Good Soil Health
190,Muzaffarnagar,29.44969785,77.74293325807088,0.4153514504432678,0.0955200493335723,0.2128016352653503,3.4,Good Soil Health
191,Meerut,29.0018557,77.76796714992041,0.2602295279502868,0.0633585229516029,0.1734897494316101,3.0999999999999996,Good Soil Health
192,Buland Shahar,0.0,0.0,0.0,0.0,0.0,0.0,No Soil Health Data
193,Ghaziabad,28.7749966,77.4586967071196,0.5014577507972717,0.1822563111782074,0.1999083012342453,3.5,Good Soil Health
194,Aligarh,27.8761073,78.13581531245276,0.4352880418300628,0.1394941210746765,0.1716963499784469,3.0999999999999996,Good Soil Health
195,Mathura,27.4955539,77.6855554,0.1926970183849334,0.0340696275234222,0.1633652001619339,3.0999999999999996,Good Soil Health
196,Agra,27.1752554,78.0098161,0.0832912176847457,0.01056310813874,0.1408500075340271,3.0999999999999996,Good Soil Health
197,Mainpuri,27.20930715,79.06253691568566,0.4944320619106293,0.1046829298138618,0.1860580444335937,3.0999999999999996,Good Soil Health
198,Etah,27.5550357,78.59922214449577,0.4098146557807922,0.0774838328361511,0.1967458873987198,3.0999999999999996,Good Soil Health
199,Bareilly,28.45823445,79.40474517998476,0.450122982263565,0.1588588505983352,0.2276220470666885,3.4,Good Soil Health
200,Budaun,28.0367001,79.1234,0.1596190482378006,-0.0108127929270267,0.2133460938930511,2.8000000000000003,Poor Soil Health
201,Moradabad,28.879655300000003,78.80953353954959,0.4981612265110016,0.1636332869529724,0.2701504528522491,3.4,Good Soil Health
202,Shahjahanpur,27.9128583,79.74762537616267,0.4517543911933899,0.1460815966129303,0.1637901961803436,3.0999999999999996,Good Soil Health
203,Pilibhit,28.4947158,80.1076121626605,0.5646761059761047,0.282410204410553,0.2096505910158157,3.8000000000000003,Good Soil Health
204,Rampur,28.7934728,79.18458064228349,0.4233100116252899,0.2041713446378708,0.2707639634609222,3.4,Good Soil Health
205,Bijnor,29.4074203,78.48214063370122,0.4371146857738495,0.1115992590785026,0.2442010641098022,3.4,Good Soil Health
206,Farrukhabad,27.43620025,79.48947783586553,0.4230867624282837,0.1154360026121139,0.1865726709365844,3.0999999999999996,Good Soil Health
207,Etawah,26.7155629,79.09170983360895,0.5576274991035461,0.1512057185173034,0.2094500809907913,3.8000000000000003,Good Soil Health
209,Fatehpur,25.8348023,80.91545468512774,0.4345828294754028,0.0773515105247497,0.1482004672288894,3.0999999999999996,Good Soil Health
210,Allahabad,25.4381302,81.8338005,0.0998864918947219,-0.0137333124876022,0.1211743429303169,2.5,Poor Soil Health
211,Jhansi,25.529855,78.65278023546288,0.4051809906959533,-0.0092764291912317,0.1855068504810333,2.5,Poor Soil Health
212,Lalitpur,24.6999688,78.51861997577222,0.2239442616701126,-0.0876097232103347,0.2298940420150756,2.8000000000000003,Poor Soil Health
213,Jalaun,26.1048633,79.39191362484078,0.3109965622425079,-0.0097460746765136,0.2453973293304443,2.8000000000000003,Poor Soil Health
214,Hamirpur,25.75,80.0,0.4193280935287475,0.0906703770160675,0.191395103931427,3.0999999999999996,Good Soil Health
215,Banda,25.44385365,80.55952371281752,0.2456301748752594,0.0738413706421852,0.1987068355083465,3.0999999999999996,Good Soil Health
216,Varanasi,25.3356491,83.0076292,0.1302568465471267,0.018285758793354,0.1574608236551284,3.0999999999999996,Good Soil Health
217,Mirzpur,0.0,0.0,0.0,0.0,0.0,0.0,No Soil Health Data
218,Jaunpur,25.7967065,82.4888992436659,0.3509260416030884,0.0488471090793609,0.1665506064891815,3.0999999999999996,Good Soil Health
219,Ghazipur,25.60348625,83.50758884009142,0.3954727053642273,0.0831399708986282,0.1618995666503906,3.0999999999999996,Good Soil Health
220,Ballia,25.87495945,84.12103292973015,0.2607773840427398,-0.0332507006824016,0.1403725892305374,2.5,Poor Soil Health
221,Gorakhpur,26.6677977,83.364233378331,0.3222171068191528,0.0136110931634902,0.1523512899875641,3.0999999999999996,Good Soil Health
222,Deoria,26.4239911,83.7638577758042,0.3958555459976196,0.0611977837979793,0.1384728401899337,3.0999999999999996,Good Soil Health
223,Basti,26.83870835,82.53509190101042,0.4039816260337829,0.0728167816996574,0.1484406590461731,3.0999999999999996,Good Soil Health
224,Azamgarh,26.023639000000003,83.02931045602446,0.3819001019001007,0.1115521043539047,0.1307431608438491,3.0999999999999996,Good Soil Health
